"gene","raw_cutree_cluster","trend_cluster"
"Zm00001eb267080",1,"C7"
"Zm00001eb280490",2,"C2"
"Zm00001eb265250",3,"C4"
"Zm00001eb297460",2,"C2"
"Zm00001eb290580",2,"C2"
"Zm00001eb284120",3,"C4"
"Zm00001eb297280",2,"C2"
"Zm00001eb295750",2,"C2"
"Zm00001eb297760",2,"C2"
"Zm00001eb285130",2,"C2"
"Zm00001eb289150",2,"C2"
"Zm00001eb267790",2,"C2"
"Zm00001eb285400",6,"C1"
"Zm00001eb267380",2,"C2"
"Zm00001eb274960",6,"C1"
"Zm00001eb284640",3,"C4"
"Zm00001eb283870",7,"C6"
"Zm00001eb266570",6,"C1"
"Zm00001eb288870",4,"C3"
"Zm00001eb289570",1,"C7"
"Zm00001eb264880",1,"C7"
"Zm00001eb274440",6,"C1"
"Zm00001eb283640",2,"C2"
"Zm00001eb259840",6,"C1"
"Zm00001eb271900",2,"C2"
"Zm00001eb294720",3,"C4"
"Zm00001eb278160",6,"C1"
"Zm00001eb278700",2,"C2"
"Zm00001eb272170",5,"C5"
"Zm00001eb295100",6,"C1"
"Zm00001eb288720",3,"C4"
"Zm00001eb260360",2,"C2"
"Zm00001eb280840",6,"C1"
"Zm00001eb296600",3,"C4"
"Zm00001eb272240",6,"C1"
"Zm00001eb270460",7,"C6"
"Zm00001eb293540",2,"C2"
"Zm00001eb297640",5,"C5"
"Zm00001eb271160",4,"C3"
"Zm00001eb270110",2,"C2"
"Zm00001eb286620",6,"C1"
"Zm00001eb274180",3,"C4"
"Zm00001eb272980",2,"C2"
"Zm00001eb283010",3,"C4"
"Zm00001eb289730",2,"C2"
"Zm00001eb283570",7,"C6"
"Zm00001eb292970",2,"C2"
"Zm00001eb278170",5,"C5"
"Zm00001eb282080",2,"C2"
"Zm00001eb293660",5,"C5"
"Zm00001eb274970",6,"C1"
"Zm00001eb278480",3,"C4"
"Zm00001eb267030",1,"C7"
"Zm00001eb283090",5,"C5"
"Zm00001eb294590",2,"C2"
"Zm00001eb267470",2,"C2"
"Zm00001eb271060",2,"C2"
"Zm00001eb275730",2,"C2"
"Zm00001eb297270",2,"C2"
"Zm00001eb260210",6,"C1"
"Zm00001eb266620",3,"C4"
"Zm00001eb288830",7,"C6"
"Zm00001eb273340",2,"C2"
"Zm00001eb292250",2,"C2"
"Zm00001eb289030",2,"C2"
"Zm00001eb265040",7,"C6"
"Zm00001eb286400",6,"C1"
"Zm00001eb294350",3,"C4"
"Zm00001eb285040",2,"C2"
"Zm00001eb285210",6,"C1"
"Zm00001eb279240",2,"C2"
"Zm00001eb296350",6,"C1"
"Zm00001eb287450",3,"C4"
"Zm00001eb287600",5,"C5"
"Zm00001eb269400",7,"C6"
"Zm00001eb260450",7,"C6"
"Zm00001eb292840",1,"C7"
"Zm00001eb297550",2,"C2"
"Zm00001eb265890",3,"C4"
"Zm00001eb292340",5,"C5"
"Zm00001eb294850",6,"C1"
"Zm00001eb272940",3,"C4"
"Zm00001eb260710",7,"C6"
"Zm00001eb285360",6,"C1"
"Zm00001eb289970",2,"C2"
"Zm00001eb289860",2,"C2"
"Zm00001eb287500",2,"C2"
"Zm00001eb282440",7,"C6"
"Zm00001eb264550",3,"C4"
"Zm00001eb279190",7,"C6"
"Zm00001eb260950",3,"C4"
"Zm00001eb274510",2,"C2"
"Zm00001eb269610",2,"C2"
"Zm00001eb267710",2,"C2"
"Zm00001eb295940",7,"C6"
"Zm00001eb292540",6,"C1"
"Zm00001eb289180",5,"C5"
"Zm00001eb276230",5,"C5"
"Zm00001eb281840",3,"C4"
"Zm00001eb270920",7,"C6"
"Zm00001eb277610",2,"C2"
"Zm00001eb277860",7,"C6"
"Zm00001eb271090",2,"C2"
"Zm00001eb260200",2,"C2"
"Zm00001eb284530",6,"C1"
"Zm00001eb268910",3,"C4"
"Zm00001eb286920",5,"C5"
"Zm00001eb275340",2,"C2"
"Zm00001eb297120",7,"C6"
"Zm00001eb278400",6,"C1"
"Zm00001eb278630",2,"C2"
"Zm00001eb274720",2,"C2"
"Zm00001eb280210",3,"C4"
"Zm00001eb265670",2,"C2"
"Zm00001eb296720",3,"C4"
"Zm00001eb283990",3,"C4"
"Zm00001eb282960",2,"C2"
"Zm00001eb296410",6,"C1"
"Zm00001eb278510",1,"C7"
"Zm00001eb271860",7,"C6"
"Zm00001eb268650",1,"C7"
"Zm00001eb265410",3,"C4"
"Zm00001eb295490",5,"C5"
"Zm00001eb275150",7,"C6"
"Zm00001eb269510",7,"C6"
"Zm00001eb289220",6,"C1"
"Zm00001eb288060",6,"C1"
"Zm00001eb291480",5,"C5"
"Zm00001eb293110",5,"C5"
"Zm00001eb294250",2,"C2"
"Zm00001eb284970",2,"C2"
"Zm00001eb265000",2,"C2"
"Zm00001eb273050",3,"C4"
"Zm00001eb280000",3,"C4"
"Zm00001eb288440",5,"C5"
"Zm00001eb294310",2,"C2"
"Zm00001eb291900",3,"C4"
"Zm00001eb265650",7,"C6"
"Zm00001eb297180",2,"C2"
"Zm00001eb297500",3,"C4"
"Zm00001eb294790",3,"C4"
"Zm00001eb282900",3,"C4"
"Zm00001eb284850",6,"C1"
"Zm00001eb283430",2,"C2"
"Zm00001eb272820",2,"C2"
"Zm00001eb288520",2,"C2"
"Zm00001eb273020",2,"C2"
"Zm00001eb295530",2,"C2"
"Zm00001eb279300",2,"C2"
"Zm00001eb288490",3,"C4"
"Zm00001eb293460",3,"C4"
"Zm00001eb295350",2,"C2"
"Zm00001eb263100",2,"C2"
"Zm00001eb272720",2,"C2"
"Zm00001eb284280",6,"C1"
"Zm00001eb277560",7,"C6"
"Zm00001eb288180",2,"C2"
"Zm00001eb265610",7,"C6"
"Zm00001eb287460",3,"C4"
"Zm00001eb273730",6,"C1"
"Zm00001eb269180",2,"C2"
"Zm00001eb279640",2,"C2"
"Zm00001eb276860",6,"C1"
"Zm00001eb293020",5,"C5"
"Zm00001eb293760",2,"C2"
"Zm00001eb275090",5,"C5"
"Zm00001eb274410",6,"C1"
"Zm00001eb282030",6,"C1"
"Zm00001eb297290",2,"C2"
"Zm00001eb280500",6,"C1"
"Zm00001eb273640",2,"C2"
"Zm00001eb277250",3,"C4"
"Zm00001eb290910",2,"C2"
"Zm00001eb296750",6,"C1"
"Zm00001eb279930",2,"C2"
"Zm00001eb267700",2,"C2"
"Zm00001eb295310",3,"C4"
"Zm00001eb280580",2,"C2"
"Zm00001eb288890",5,"C5"
"Zm00001eb285830",7,"C6"
"Zm00001eb277000",3,"C4"
"Zm00001eb269990",6,"C1"
"Zm00001eb288260",2,"C2"
"Zm00001eb272920",2,"C2"
"Zm00001eb283000",6,"C1"
"Zm00001eb288310",2,"C2"
"Zm00001eb278110",3,"C4"
"Zm00001eb277330",7,"C6"
"Zm00001eb279250",2,"C2"
"Zm00001eb285900",3,"C4"
"Zm00001eb295070",3,"C4"
"Zm00001eb293430",2,"C2"
"Zm00001eb268640",3,"C4"
"Zm00001eb293820",7,"C6"
"Zm00001eb260880",2,"C2"
"Zm00001eb295180",1,"C7"
"Zm00001eb290590",1,"C7"
"Zm00001eb290460",1,"C7"
"Zm00001eb284740",2,"C2"
"Zm00001eb271590",2,"C2"
"Zm00001eb269300",2,"C2"
"Zm00001eb293220",2,"C2"
"Zm00001eb294110",2,"C2"
"Zm00001eb289050",2,"C2"
"Zm00001eb296000",3,"C4"
"Zm00001eb271490",2,"C2"
"Zm00001eb283080",1,"C7"
"Zm00001eb275430",6,"C1"
"Zm00001eb268890",2,"C2"
"Zm00001eb283380",3,"C4"
"Zm00001eb296050",3,"C4"
"Zm00001eb274980",6,"C1"
"Zm00001eb272280",6,"C1"
"Zm00001eb289020",6,"C1"
"Zm00001eb296100",2,"C2"
"Zm00001eb279830",3,"C4"
"Zm00001eb273430",2,"C2"
"Zm00001eb260470",2,"C2"
"Zm00001eb276850",2,"C2"
"Zm00001eb268830",1,"C7"
"Zm00001eb281400",6,"C1"
"Zm00001eb273090",3,"C4"
"Zm00001eb293800",2,"C2"
"Zm00001eb271680",2,"C2"
"Zm00001eb294260",3,"C4"
"Zm00001eb289470",6,"C1"
"Zm00001eb286990",2,"C2"
"Zm00001eb275240",2,"C2"
"Zm00001eb272160",3,"C4"
"Zm00001eb293240",3,"C4"
"Zm00001eb274600",3,"C4"
"Zm00001eb280700",5,"C5"
"Zm00001eb278610",2,"C2"
"Zm00001eb292830",6,"C1"
"Zm00001eb270720",7,"C6"
"Zm00001eb278420",2,"C2"
"Zm00001eb261260",1,"C7"
"Zm00001eb294490",6,"C1"
"Zm00001eb261890",5,"C5"
"Zm00001eb274650",3,"C4"
"Zm00001eb287090",2,"C2"
"Zm00001eb285500",6,"C1"
"Zm00001eb265430",5,"C5"
"Zm00001eb295820",2,"C2"
"Zm00001eb280620",2,"C2"
"Zm00001eb289310",3,"C4"
"Zm00001eb295630",2,"C2"
"Zm00001eb283800",2,"C2"
"Zm00001eb297450",2,"C2"
"Zm00001eb292700",2,"C2"
"Zm00001eb278180",7,"C6"
"Zm00001eb297390",6,"C1"
"Zm00001eb296230",5,"C5"
"Zm00001eb287820",3,"C4"
"Zm00001eb279010",6,"C1"
"Zm00001eb291130",3,"C4"
"Zm00001eb295770",6,"C1"
"Zm00001eb295360",3,"C4"
"Zm00001eb260930",6,"C1"
"Zm00001eb286120",3,"C4"
"Zm00001eb286330",2,"C2"
"Zm00001eb292440",3,"C4"
"Zm00001eb283400",5,"C5"
"Zm00001eb286070",2,"C2"
"Zm00001eb292060",6,"C1"
"Zm00001eb297260",7,"C6"
"Zm00001eb261910",1,"C7"
"Zm00001eb286640",3,"C4"
"Zm00001eb296950",2,"C2"
"Zm00001eb293770",3,"C4"
"Zm00001eb268250",6,"C1"
"Zm00001eb268550",3,"C4"
"Zm00001eb278590",3,"C4"
"Zm00001eb283040",2,"C2"
"Zm00001eb290400",2,"C2"
"Zm00001eb291730",1,"C7"
"Zm00001eb278460",7,"C6"
"Zm00001eb291600",2,"C2"
"Zm00001eb273490",6,"C1"
"Zm00001eb294190",2,"C2"
"Zm00001eb287440",2,"C2"
"Zm00001eb274240",2,"C2"
"Zm00001eb260150",1,"C7"
"Zm00001eb267070",3,"C4"
"Zm00001eb260490",2,"C2"
"Zm00001eb271790",7,"C6"
"Zm00001eb269150",2,"C2"
"Zm00001eb268000",6,"C1"
"Zm00001eb270010",3,"C4"
"Zm00001eb292320",2,"C2"
"Zm00001eb294330",2,"C2"
"Zm00001eb287860",3,"C4"
"Zm00001eb289400",2,"C2"
"Zm00001eb274030",6,"C1"
"Zm00001eb285060",2,"C2"
"Zm00001eb285730",2,"C2"
"Zm00001eb292230",7,"C6"
"Zm00001eb271420",6,"C1"
"Zm00001eb277490",5,"C5"
"Zm00001eb264410",6,"C1"
"Zm00001eb267050",5,"C5"
"Zm00001eb261840",3,"C4"
"Zm00001eb287190",3,"C4"
"Zm00001eb261300",6,"C1"
"Zm00001eb273320",2,"C2"
"Zm00001eb274090",2,"C2"
"Zm00001eb294390",1,"C7"
"Zm00001eb277060",2,"C2"
"Zm00001eb273590",7,"C6"
"Zm00001eb288790",5,"C5"
"Zm00001eb294550",3,"C4"
"Zm00001eb276730",3,"C4"
"Zm00001eb273670",3,"C4"
"Zm00001eb275230",5,"C5"
"Zm00001eb277960",7,"C6"
"Zm00001eb274940",3,"C4"
"Zm00001eb284200",6,"C1"
"Zm00001eb281510",3,"C4"
"Zm00001eb293900",6,"C1"
"Zm00001eb281660",6,"C1"
"Zm00001eb260730",2,"C2"
"Zm00001eb284490",6,"C1"
"Zm00001eb281880",3,"C4"
"Zm00001eb280410",5,"C5"
"Zm00001eb287380",3,"C4"
"Zm00001eb281290",2,"C2"
"Zm00001eb288750",2,"C2"
"Zm00001eb277070",2,"C2"
"Zm00001eb274430",2,"C2"
"Zm00001eb285000",2,"C2"
"Zm00001eb294080",3,"C4"
"Zm00001eb294920",3,"C4"
"Zm00001eb285570",3,"C4"
"Zm00001eb283890",3,"C4"
"Zm00001eb265380",2,"C2"
"Zm00001eb260510",2,"C2"
"Zm00001eb264670",2,"C2"
"Zm00001eb284620",3,"C4"
"Zm00001eb291820",2,"C2"
"Zm00001eb262810",3,"C4"
"Zm00001eb294000",2,"C2"
"Zm00001eb289480",7,"C6"
"Zm00001eb287050",6,"C1"
"Zm00001eb264840",2,"C2"
"Zm00001eb260970",5,"C5"
"Zm00001eb289810",7,"C6"
"Zm00001eb264150",6,"C1"
"Zm00001eb278530",2,"C2"
"Zm00001eb295040",2,"C2"
"Zm00001eb290510",2,"C2"
"Zm00001eb276170",2,"C2"
"Zm00001eb280120",3,"C4"
"Zm00001eb282250",6,"C1"
"Zm00001eb260130",6,"C1"
"Zm00001eb282920",6,"C1"
"Zm00001eb270840",3,"C4"
"Zm00001eb285910",3,"C4"
"Zm00001eb273220",2,"C2"
"Zm00001eb290920",7,"C6"
"Zm00001eb286750",1,"C7"
"Zm00001eb268510",5,"C5"
"Zm00001eb280750",6,"C1"
"Zm00001eb288550",3,"C4"
"Zm00001eb293830",5,"C5"
"Zm00001eb267140",7,"C6"
"Zm00001eb274200",2,"C2"
"Zm00001eb273900",7,"C6"
"Zm00001eb293130",6,"C1"
"Zm00001eb295520",2,"C2"
"Zm00001eb282660",3,"C4"
"Zm00001eb260380",2,"C2"
"Zm00001eb283510",3,"C4"
"Zm00001eb295460",2,"C2"
"Zm00001eb296190",6,"C1"
"Zm00001eb288700",5,"C5"
"Zm00001eb260320",5,"C5"
"Zm00001eb281750",5,"C5"
"Zm00001eb271150",6,"C1"
"Zm00001eb294230",2,"C2"
"Zm00001eb275220",6,"C1"
"Zm00001eb264110",2,"C2"
"Zm00001eb280920",2,"C2"
"Zm00001eb284320",7,"C6"
"Zm00001eb292690",4,"C3"
"Zm00001eb260800",7,"C6"
"Zm00001eb293690",6,"C1"
"Zm00001eb297610",3,"C4"
"Zm00001eb280010",6,"C1"
"Zm00001eb295910",6,"C1"
"Zm00001eb296400",7,"C6"
"Zm00001eb288150",1,"C7"
"Zm00001eb260240",2,"C2"
"Zm00001eb270250",2,"C2"
"Zm00001eb282750",2,"C2"
"Zm00001eb279160",6,"C1"
"Zm00001eb281600",2,"C2"
"Zm00001eb291550",6,"C1"
"Zm00001eb297430",3,"C4"
"Zm00001eb295880",3,"C4"
"Zm00001eb289820",2,"C2"
"Zm00001eb287250",5,"C5"
"Zm00001eb289920",6,"C1"
"Zm00001eb264750",6,"C1"
"Zm00001eb294280",3,"C4"
"Zm00001eb265820",2,"C2"
"Zm00001eb294990",2,"C2"
"Zm00001eb262610",2,"C2"
"Zm00001eb289390",2,"C2"
"Zm00001eb261170",2,"C2"
"Zm00001eb281080",2,"C2"
"Zm00001eb272010",2,"C2"
"Zm00001eb264660",1,"C7"
"Zm00001eb287160",2,"C2"
"Zm00001eb286340",2,"C2"
"Zm00001eb285880",1,"C7"
"Zm00001eb278580",2,"C2"
"Zm00001eb281160",2,"C2"
"Zm00001eb280100",6,"C1"
"Zm00001eb291460",7,"C6"
"Zm00001eb267580",3,"C4"
"Zm00001eb279570",2,"C2"
"Zm00001eb287740",3,"C4"
"Zm00001eb266810",2,"C2"
"Zm00001eb265200",3,"C4"
"Zm00001eb296220",7,"C6"
"Zm00001eb269110",6,"C1"
"Zm00001eb261700",2,"C2"
"Zm00001eb282300",7,"C6"
"Zm00001eb294780",2,"C2"
"Zm00001eb291630",6,"C1"
"Zm00001eb291660",2,"C2"
"Zm00001eb281340",3,"C4"
"Zm00001eb274290",3,"C4"
"Zm00001eb275390",6,"C1"
"Zm00001eb285390",3,"C4"
"Zm00001eb290120",2,"C2"
"Zm00001eb285640",3,"C4"
"Zm00001eb277420",1,"C7"
"Zm00001eb271750",2,"C2"
"Zm00001eb285100",6,"C1"
"Zm00001eb272300",6,"C1"
"Zm00001eb277870",5,"C5"
"Zm00001eb278650",2,"C2"
"Zm00001eb287230",7,"C6"
"Zm00001eb278890",2,"C2"
"Zm00001eb270000",2,"C2"
"Zm00001eb296740",7,"C6"
"Zm00001eb264810",3,"C4"
"Zm00001eb296700",2,"C2"
"Zm00001eb277100",7,"C6"
"Zm00001eb286030",3,"C4"
"Zm00001eb270420",7,"C6"
"Zm00001eb260580",6,"C1"
"Zm00001eb288730",5,"C5"
"Zm00001eb272540",3,"C4"
"Zm00001eb395490",2,"C2"
"Zm00001eb387030",7,"C6"
"Zm00001eb394580",2,"C2"
"Zm00001eb403420",3,"C4"
"Zm00001eb400310",3,"C4"
"Zm00001eb402220",1,"C7"
"Zm00001eb378010",2,"C2"
"Zm00001eb388780",3,"C4"
"Zm00001eb386750",6,"C1"
"Zm00001eb390980",2,"C2"
"Zm00001eb385870",2,"C2"
"Zm00001eb382540",3,"C4"
"Zm00001eb400750",5,"C5"
"Zm00001eb400240",6,"C1"
"Zm00001eb376650",7,"C6"
"Zm00001eb377970",2,"C2"
"Zm00001eb373120",7,"C6"
"Zm00001eb374110",7,"C6"
"Zm00001eb394590",2,"C2"
"Zm00001eb401320",2,"C2"
"Zm00001eb381980",7,"C6"
"Zm00001eb397090",2,"C2"
"Zm00001eb390320",2,"C2"
"Zm00001eb390500",2,"C2"
"Zm00001eb404070",2,"C2"
"Zm00001eb393790",6,"C1"
"Zm00001eb379130",7,"C6"
"Zm00001eb399090",6,"C1"
"Zm00001eb401230",5,"C5"
"Zm00001eb391190",7,"C6"
"Zm00001eb385420",6,"C1"
"Zm00001eb375220",6,"C1"
"Zm00001eb402540",3,"C4"
"Zm00001eb377540",4,"C3"
"Zm00001eb397500",2,"C2"
"Zm00001eb377760",3,"C4"
"Zm00001eb378720",1,"C7"
"Zm00001eb383310",5,"C5"
"Zm00001eb396090",2,"C2"
"Zm00001eb385900",2,"C2"
"Zm00001eb372830",3,"C4"
"Zm00001eb373520",4,"C3"
"Zm00001eb394460",3,"C4"
"Zm00001eb374470",7,"C6"
"Zm00001eb404700",2,"C2"
"Zm00001eb401900",3,"C4"
"Zm00001eb379840",6,"C1"
"Zm00001eb394930",7,"C6"
"Zm00001eb399480",6,"C1"
"Zm00001eb388670",6,"C1"
"Zm00001eb389420",7,"C6"
"Zm00001eb387850",3,"C4"
"Zm00001eb386310",3,"C4"
"Zm00001eb398820",7,"C6"
"Zm00001eb404390",6,"C1"
"Zm00001eb401720",7,"C6"
"Zm00001eb372700",2,"C2"
"Zm00001eb401530",3,"C4"
"Zm00001eb397770",6,"C1"
"Zm00001eb388340",2,"C2"
"Zm00001eb397310",3,"C4"
"Zm00001eb372900",6,"C1"
"Zm00001eb374080",6,"C1"
"Zm00001eb388820",2,"C2"
"Zm00001eb386920",2,"C2"
"Zm00001eb397700",7,"C6"
"Zm00001eb388550",2,"C2"
"Zm00001eb390490",3,"C4"
"Zm00001eb403550",3,"C4"
"Zm00001eb403270",2,"C2"
"Zm00001eb393940",2,"C2"
"Zm00001eb384260",2,"C2"
"Zm00001eb385970",3,"C4"
"Zm00001eb379660",2,"C2"
"Zm00001eb401990",2,"C2"
"Zm00001eb398170",2,"C2"
"Zm00001eb380950",6,"C1"
"Zm00001eb396450",5,"C5"
"Zm00001eb389840",2,"C2"
"Zm00001eb399640",3,"C4"
"Zm00001eb389370",3,"C4"
"Zm00001eb372150",3,"C4"
"Zm00001eb389930",1,"C7"
"Zm00001eb394410",2,"C2"
"Zm00001eb402080",2,"C2"
"Zm00001eb390830",5,"C5"
"Zm00001eb387430",3,"C4"
"Zm00001eb401480",3,"C4"
"Zm00001eb376720",2,"C2"
"Zm00001eb395100",2,"C2"
"Zm00001eb379530",2,"C2"
"Zm00001eb387250",2,"C2"
"Zm00001eb402520",7,"C6"
"Zm00001eb380680",7,"C6"
"Zm00001eb378600",2,"C2"
"Zm00001eb374450",3,"C4"
"Zm00001eb399350",2,"C2"
"Zm00001eb400470",7,"C6"
"Zm00001eb378790",6,"C1"
"Zm00001eb376570",5,"C5"
"Zm00001eb386390",2,"C2"
"Zm00001eb389960",2,"C2"
"Zm00001eb383570",2,"C2"
"Zm00001eb392750",5,"C5"
"Zm00001eb403700",6,"C1"
"Zm00001eb374380",6,"C1"
"Zm00001eb374100",7,"C6"
"Zm00001eb389050",2,"C2"
"Zm00001eb392030",2,"C2"
"Zm00001eb372980",2,"C2"
"Zm00001eb377430",7,"C6"
"Zm00001eb399030",6,"C1"
"Zm00001eb398550",2,"C2"
"Zm00001eb387280",4,"C3"
"Zm00001eb390590",2,"C2"
"Zm00001eb393170",2,"C2"
"Zm00001eb393720",2,"C2"
"Zm00001eb388050",7,"C6"
"Zm00001eb402950",6,"C1"
"Zm00001eb380860",1,"C7"
"Zm00001eb398230",6,"C1"
"Zm00001eb375130",5,"C5"
"Zm00001eb391280",7,"C6"
"Zm00001eb401080",2,"C2"
"Zm00001eb391600",1,"C7"
"Zm00001eb401450",6,"C1"
"Zm00001eb389720",3,"C4"
"Zm00001eb398510",2,"C2"
"Zm00001eb387730",1,"C7"
"Zm00001eb378980",7,"C6"
"Zm00001eb374780",2,"C2"
"Zm00001eb401150",2,"C2"
"Zm00001eb385410",7,"C6"
"Zm00001eb402630",5,"C5"
"Zm00001eb375530",2,"C2"
"Zm00001eb398010",3,"C4"
"Zm00001eb402400",2,"C2"
"Zm00001eb386050",5,"C5"
"Zm00001eb399120",4,"C3"
"Zm00001eb373970",1,"C7"
"Zm00001eb376750",6,"C1"
"Zm00001eb396710",7,"C6"
"Zm00001eb393270",6,"C1"
"Zm00001eb403820",3,"C4"
"Zm00001eb401790",2,"C2"
"Zm00001eb380430",3,"C4"
"Zm00001eb394240",2,"C2"
"Zm00001eb384760",3,"C4"
"Zm00001eb395300",2,"C2"
"Zm00001eb396440",6,"C1"
"Zm00001eb394540",6,"C1"
"Zm00001eb386150",3,"C4"
"Zm00001eb389870",1,"C7"
"Zm00001eb404260",2,"C2"
"Zm00001eb398340",2,"C2"
"Zm00001eb386220",5,"C5"
"Zm00001eb394120",2,"C2"
"Zm00001eb385280",3,"C4"
"Zm00001eb390790",2,"C2"
"Zm00001eb390190",5,"C5"
"Zm00001eb404100",7,"C6"
"Zm00001eb399860",5,"C5"
"Zm00001eb393970",6,"C1"
"Zm00001eb395410",6,"C1"
"Zm00001eb400530",3,"C4"
"Zm00001eb400610",3,"C4"
"Zm00001eb385040",7,"C6"
"Zm00001eb393300",5,"C5"
"Zm00001eb374600",2,"C2"
"Zm00001eb390410",3,"C4"
"Zm00001eb404710",3,"C4"
"Zm00001eb373040",2,"C2"
"Zm00001eb373900",3,"C4"
"Zm00001eb384690",7,"C6"
"Zm00001eb390630",3,"C4"
"Zm00001eb372570",7,"C6"
"Zm00001eb387750",2,"C2"
"Zm00001eb393530",7,"C6"
"Zm00001eb373800",6,"C1"
"Zm00001eb378440",3,"C4"
"Zm00001eb375730",7,"C6"
"Zm00001eb395520",3,"C4"
"Zm00001eb401060",3,"C4"
"Zm00001eb373290",1,"C7"
"Zm00001eb398390",6,"C1"
"Zm00001eb403750",2,"C2"
"Zm00001eb397390",2,"C2"
"Zm00001eb378000",2,"C2"
"Zm00001eb392700",5,"C5"
"Zm00001eb386450",6,"C1"
"Zm00001eb376600",7,"C6"
"Zm00001eb403560",6,"C1"
"Zm00001eb386190",2,"C2"
"Zm00001eb379340",7,"C6"
"Zm00001eb377350",3,"C4"
"Zm00001eb387870",6,"C1"
"Zm00001eb383060",2,"C2"
"Zm00001eb395510",5,"C5"
"Zm00001eb394760",3,"C4"
"Zm00001eb400640",2,"C2"
"Zm00001eb400040",1,"C7"
"Zm00001eb398080",3,"C4"
"Zm00001eb402550",6,"C1"
"Zm00001eb380690",6,"C1"
"Zm00001eb385260",6,"C1"
"Zm00001eb400490",2,"C2"
"Zm00001eb378810",2,"C2"
"Zm00001eb379480",3,"C4"
"Zm00001eb380200",7,"C6"
"Zm00001eb404320",2,"C2"
"Zm00001eb403450",6,"C1"
"Zm00001eb404120",7,"C6"
"Zm00001eb402440",3,"C4"
"Zm00001eb383330",7,"C6"
"Zm00001eb403880",5,"C5"
"Zm00001eb394080",2,"C2"
"Zm00001eb396530",3,"C4"
"Zm00001eb389540",7,"C6"
"Zm00001eb389910",2,"C2"
"Zm00001eb395970",7,"C6"
"Zm00001eb400230",6,"C1"
"Zm00001eb372200",5,"C5"
"Zm00001eb379920",3,"C4"
"Zm00001eb377830",6,"C1"
"Zm00001eb374230",1,"C7"
"Zm00001eb397150",5,"C5"
"Zm00001eb396030",2,"C2"
"Zm00001eb393610",6,"C1"
"Zm00001eb386160",2,"C2"
"Zm00001eb374640",2,"C2"
"Zm00001eb380390",2,"C2"
"Zm00001eb378030",7,"C6"
"Zm00001eb390580",2,"C2"
"Zm00001eb394190",2,"C2"
"Zm00001eb391550",6,"C1"
"Zm00001eb396350",2,"C2"
"Zm00001eb399100",7,"C6"
"Zm00001eb375480",5,"C5"
"Zm00001eb390100",2,"C2"
"Zm00001eb372070",2,"C2"
"Zm00001eb372860",3,"C4"
"Zm00001eb379090",1,"C7"
"Zm00001eb387360",2,"C2"
"Zm00001eb387010",7,"C6"
"Zm00001eb394480",2,"C2"
"Zm00001eb392000",3,"C4"
"Zm00001eb402560",5,"C5"
"Zm00001eb401030",1,"C7"
"Zm00001eb398140",3,"C4"
"Zm00001eb398600",2,"C2"
"Zm00001eb404250",2,"C2"
"Zm00001eb402740",5,"C5"
"Zm00001eb390520",6,"C1"
"Zm00001eb387970",6,"C1"
"Zm00001eb402710",5,"C5"
"Zm00001eb395780",5,"C5"
"Zm00001eb404020",3,"C4"
"Zm00001eb389800",5,"C5"
"Zm00001eb382070",1,"C7"
"Zm00001eb382580",2,"C2"
"Zm00001eb404670",3,"C4"
"Zm00001eb378640",7,"C6"
"Zm00001eb403010",3,"C4"
"Zm00001eb381770",2,"C2"
"Zm00001eb376660",3,"C4"
"Zm00001eb394700",2,"C2"
"Zm00001eb373180",2,"C2"
"Zm00001eb388990",7,"C6"
"Zm00001eb373650",2,"C2"
"Zm00001eb387520",7,"C6"
"Zm00001eb382380",3,"C4"
"Zm00001eb401630",6,"C1"
"Zm00001eb392400",3,"C4"
"Zm00001eb372220",2,"C2"
"Zm00001eb396650",3,"C4"
"Zm00001eb377920",2,"C2"
"Zm00001eb400280",2,"C2"
"Zm00001eb395270",3,"C4"
"Zm00001eb392220",3,"C4"
"Zm00001eb404510",6,"C1"
"Zm00001eb400820",2,"C2"
"Zm00001eb374160",3,"C4"
"Zm00001eb384810",6,"C1"
"Zm00001eb377130",3,"C4"
"Zm00001eb374090",7,"C6"
"Zm00001eb386870",2,"C2"
"Zm00001eb380260",7,"C6"
"Zm00001eb381870",2,"C2"
"Zm00001eb381630",2,"C2"
"Zm00001eb401370",6,"C1"
"Zm00001eb389950",6,"C1"
"Zm00001eb385600",2,"C2"
"Zm00001eb402910",6,"C1"
"Zm00001eb388040",6,"C1"
"Zm00001eb378270",6,"C1"
"Zm00001eb378590",2,"C2"
"Zm00001eb396920",7,"C6"
"Zm00001eb374870",2,"C2"
"Zm00001eb379190",7,"C6"
"Zm00001eb383400",6,"C1"
"Zm00001eb395640",3,"C4"
"Zm00001eb386290",6,"C1"
"Zm00001eb404550",2,"C2"
"Zm00001eb394920",2,"C2"
"Zm00001eb391750",3,"C4"
"Zm00001eb378990",2,"C2"
"Zm00001eb393140",2,"C2"
"Zm00001eb394940",2,"C2"
"Zm00001eb387100",2,"C2"
"Zm00001eb384620",7,"C6"
"Zm00001eb377260",5,"C5"
"Zm00001eb394180",2,"C2"
"Zm00001eb397440",2,"C2"
"Zm00001eb399930",2,"C2"
"Zm00001eb375250",7,"C6"
"Zm00001eb403780",1,"C7"
"Zm00001eb400850",3,"C4"
"Zm00001eb395630",6,"C1"
"Zm00001eb389440",1,"C7"
"Zm00001eb390530",2,"C2"
"Zm00001eb387140",3,"C4"
